,Okres,Kraj,OborPece,PocetPoskytovatelu
247,Brno-město,Jihomoravský kraj,"Fyzioterapeut, tělovýchovné lékařství, všeobecné praktické lékařství, ortopedie a traumatologie pohybového ústrojí, kardiologie",1
248,Brno-město,Jihomoravský kraj,"Fyzioterapeut, tělovýchovné lékařství, všeobecné praktické lékařství, vnitřní lékařství",1
249,Brno-město,Jihomoravský kraj,"Fyzioterapeut, vnitřní lékařství, kardiologie",1
250,Brno-město,Jihomoravský kraj,"Fyzioterapeut, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, nefrologie",1
251,Brno-město,Jihomoravský kraj,"Fyzioterapeut, vnitřní lékařství, revmatologie, otorinolaryngologie a chirurgie hlavy a krku, lékařská mikrobiologie, klinická biochemie, gastroenterologie, dětské lékařství, alergologie a klinická imunologie",1
252,Brno-město,Jihomoravský kraj,"Fyzioterapeut, vnitřní lékařství, revmatologie, rehabilitační a fyzikální medicína",1
253,Brno-město,Jihomoravský kraj,"Fyzioterapeut, všeobecné praktické lékařství",3
254,Brno-město,Jihomoravský kraj,"Fyzioterapeut, všeobecné praktické lékařství, vnitřní lékařství, radiologie a zobrazovací metody, neurologie, kardiologie, chirurgie, gastroenterologie, dermatovenerologie",1
255,Brno-město,Jihomoravský kraj,"Fyzioterapeut, všeobecné praktické lékařství, všeobecné praktické lékařství, praktické lékařství pro děti a dorost, praktické lékařství pro děti a dorost",1
256,Brno-město,Jihomoravský kraj,"Fyzioterapeut, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, radiologie a zobrazovací metody, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, kardiologie, gynekologie a porodnictví, endokrinologie a diabetologie, dermatovenerologie",1
257,Brno-město,Jihomoravský kraj,Klinický logoped,22
258,Brno-město,Jihomoravský kraj,"Klinický logoped, Klinický logoped, Klinický psycholog, Klinický psycholog",2
259,Brno-město,Jihomoravský kraj,"Klinický logoped, Klinický psycholog",1
260,Brno-město,Jihomoravský kraj,"Klinický logoped, Klinický psycholog, Dentální hygienistka, Zubní technik, Nutriční terapeut, Ergoterapeut, Všeobecná sestra, tělovýchovné lékařství, paliativní medicína, onkochirurgie, onkochirurgie, onkochirurgie, neuroradiologie, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, korektivní dermatologie, intervenční radiologie, klinická farmakologie, intenzívní medicína, hrudní chirurgie, hrudní chirurgie, hrudní chirurgie, foniatrie, angiologie, angiologie, angiologie, algeziologie, algeziologie, praktické lékárenství, klinická stomatologie, ortodoncie, orální a maxilofaciální chirurgie, zubní lékařství, zubní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, traumatologie, traumatologie, traumatologie, traumatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, pneumologie a ftizeologie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, nukleární medicína, neurologie, neurologie, neurologie, neurochirurgie, neurochirurgie, neurochirurgie, neurochirurgie, nefrologie, nefrologie, nefrologie, nefrologie, lékařská mikrobiologie, klinická onkologie, klinická biochemie, kardiologie, kardiologie, kardiologie, chirurgie, chirurgie, chirurgie, chirurgie, hygiena a epidemiologie, hematologie a transfúzní lékařství, gynekologie a porodnictví, gastroenterologie, gastroenterologie, gastroenterologie, endokrinologie a diabetologie, endokrinologie a diabetologie, endokrinologie a diabetologie, dermatovenerologie, dermatovenerologie, cévní chirurgie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, alergologie a klinická imunologie",1
261,Brno-město,Jihomoravský kraj,"Klinický logoped, Klinický psycholog, Klinický psycholog, Všeobecná sestra, Všeobecná sestra",1
262,Brno-město,Jihomoravský kraj,"Klinický logoped, foniatrie, dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",2
263,Brno-město,Jihomoravský kraj,"Klinický logoped, foniatrie, otorinolaryngologie a chirurgie hlavy a krku",1
264,Brno-město,Jihomoravský kraj,Klinický psycholog,56
265,Brno-město,Jihomoravský kraj,"Klinický psycholog, Adiktolog, gastroenterologie",1
266,Brno-město,Jihomoravský kraj,"Klinický psycholog, Klinický psycholog, Klinický psycholog, Všeobecná sestra, Všeobecná sestra, sexuologie, sexuologie, sexuologie, návykové nemoci, návykové nemoci, gerontopsychiatrie, praktické lékárenství, zubní lékařství, všeobecné praktické lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, neurologie, neurologie, klinická biochemie, chirurgie, hematologie a transfúzní lékařství, gynekologie a porodnictví, dermatovenerologie, anesteziologie a intenzivní medicína",1
267,Brno-město,Jihomoravský kraj,"Klinický psycholog, Klinický psycholog, Všeobecná sestra, Všeobecná sestra, psychiatrie, psychiatrie",1
268,Brno-město,Jihomoravský kraj,"Klinický psycholog, Nutriční terapeut, tělovýchovné lékařství, neurologie, kardiologie",1
269,Brno-město,Jihomoravský kraj,"Klinický psycholog, Sestra pro péči v psychiatrii, Všeobecná sestra, sexuologie, psychiatrie, kardiologie, alergologie a klinická imunologie",1
270,Brno-město,Jihomoravský kraj,"Klinický psycholog, Všeobecná sestra, psychiatrie, psychiatrie",2
271,Brno-město,Jihomoravský kraj,"Klinický psycholog, lékařská genetika",1
272,Brno-město,Jihomoravský kraj,Nutriční terapeut,3
273,Brno-město,Jihomoravský kraj,Optometrista,46
274,Brno-město,Jihomoravský kraj,"Optometrista, Optometrista",4
275,Brno-město,Jihomoravský kraj,"Optometrista, oftalmologie",2
276,Brno-město,Jihomoravský kraj,"Ortoptista, Optometrista, oftalmologie",1
277,Brno-město,Jihomoravský kraj,"Ortoptista, Ortoptista",1
278,Brno-město,Jihomoravský kraj,"Ortoptista, Ortoptista, Optometrista",1
279,Brno-město,Jihomoravský kraj,"Ortoptista, oftalmologie",1
280,Brno-město,Jihomoravský kraj,Ortotik-protetik,5
281,Brno-město,Jihomoravský kraj,"Ortotik-protetik, Ortotik-protetik",2
282,Brno-město,Jihomoravský kraj,"Ortotik-protetik, ortopedie a traumatologie pohybového ústrojí",1
283,Brno-město,Jihomoravský kraj,Porodní asistentka,13
284,Brno-město,Jihomoravský kraj,"Porodní asistentka, Porodní asistentka",1
285,Brno-město,Jihomoravský kraj,Všeobecná sestra,17
286,Brno-město,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra",3
287,Brno-město,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína",1
288,Brno-město,Jihomoravský kraj,"Všeobecná sestra, Všeobecná sestra, paliativní medicína, paliativní medicína",1
289,Brno-město,Jihomoravský kraj,"Všeobecná sestra, chirurgie",1
290,Brno-město,Jihomoravský kraj,"Všeobecná sestra, dermatovenerologie",1
291,Brno-město,Jihomoravský kraj,"Všeobecná sestra, klinická biochemie",1
292,Brno-město,Jihomoravský kraj,"Všeobecná sestra, praktické lékárenství, neurologie, chirurgie",1
293,Brno-město,Jihomoravský kraj,"Všeobecná sestra, psychiatrie",1
294,Brno-město,Jihomoravský kraj,"Všeobecná sestra, všeobecné praktické lékařství, praktické lékařství pro děti a dorost",1
295,Brno-město,Jihomoravský kraj,Zubní technik,96
296,Brno-město,Jihomoravský kraj,"Zubní technik, klinická stomatologie, ortodoncie, orální a maxilofaciální chirurgie",2
297,Brno-město,Jihomoravský kraj,"Zubní technik, ortodoncie, zubní lékařství",3
298,Brno-město,Jihomoravský kraj,"Zubní technik, orální a maxilofaciální chirurgie, zubní lékařství",1
299,Brno-město,Jihomoravský kraj,"Zubní technik, radiologie a zobrazovací metody",1
300,Brno-město,Jihomoravský kraj,"Zubní technik, zubní lékařství",5
301,Brno-město,Jihomoravský kraj,"Zubní technik, zubní lékařství, anesteziologie a intenzivní medicína",1
302,Brno-město,Jihomoravský kraj,alergologie a klinická imunologie,19
303,Brno-město,Jihomoravský kraj,algeziologie,10
304,Brno-město,Jihomoravský kraj,"algeziologie, orální a maxilofaciální chirurgie, zubní lékařství",1
305,Brno-město,Jihomoravský kraj,anesteziologie a intenzivní medicína,35
306,Brno-město,Jihomoravský kraj,"anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",5
307,Brno-město,Jihomoravský kraj,"anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
308,Brno-město,Jihomoravský kraj,angiologie,1
309,Brno-město,Jihomoravský kraj,"angiologie, vnitřní lékařství",7
310,Brno-město,Jihomoravský kraj,"angiologie, vnitřní lékařství, chirurgie",2
311,Brno-město,Jihomoravský kraj,"angiologie, vnitřní lékařství, radiologie a zobrazovací metody",1
312,Brno-město,Jihomoravský kraj,chirurgie,25
313,Brno-město,Jihomoravský kraj,"chirurgie, chirurgie, chirurgie",1
314,Brno-město,Jihomoravský kraj,"chirurgie, cévní chirurgie",1
315,Brno-město,Jihomoravský kraj,"chirurgie, gastroenterologie",1
316,Brno-město,Jihomoravský kraj,cévní chirurgie,1
317,Brno-město,Jihomoravský kraj,dermatovenerologie,49
318,Brno-město,Jihomoravský kraj,"dermatovenerologie, anesteziologie a intenzivní medicína",1
319,Brno-město,Jihomoravský kraj,"dermatovenerologie, dermatovenerologie",3
320,Brno-město,Jihomoravský kraj,"dorostové lékařství, praktické lékařství pro děti a dorost",1
321,Brno-město,Jihomoravský kraj,"dorostové lékařství, všeobecné praktické lékařství",1
322,Brno-město,Jihomoravský kraj,dětská a dorostová psychiatrie,2
323,Brno-město,Jihomoravský kraj,"dětská a dorostová psychiatrie, psychiatrie",8
324,Brno-město,Jihomoravský kraj,"dětská dermatovenerologie, dermatovenerologie",1
325,Brno-město,Jihomoravský kraj,dětská kardiologie,2
326,Brno-město,Jihomoravský kraj,"dětská kardiologie, dětská kardiologie, dětská kardiologie, radiologie a zobrazovací metody, radiologie a zobrazovací metody, radiologie a zobrazovací metody, kardiologie, kardiologie, kardiologie, kardiochirurgie, kardiochirurgie, kardiochirurgie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, cévní chirurgie, cévní chirurgie, cévní chirurgie, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína, anesteziologie a intenzivní medicína",1
327,Brno-město,Jihomoravský kraj,dětská neurologie,3
328,Brno-město,Jihomoravský kraj,"dětská neurologie, Fyzioterapeut, neurologie",1
329,Brno-město,Jihomoravský kraj,"dětská neurologie, Fyzioterapeut, rehabilitační a fyzikální medicína",1
330,Brno-město,Jihomoravský kraj,"dětská neurologie, Fyzioterapeut, všeobecné praktické lékařství, neurologie",1
331,Brno-město,Jihomoravský kraj,"dětská neurologie, dětská neurologie, Fyzioterapeut, Fyzioterapeut, Klinický logoped, Klinický logoped, Klinický psycholog, Klinický psycholog, Ergoterapeut, Ergoterapeut, foniatrie, foniatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, psychiatrie, psychiatrie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, neurologie, neurologie",1
332,Brno-město,Jihomoravský kraj,"dětská neurologie, neurologie",3
333,Brno-město,Jihomoravský kraj,"dětská neurologie, rehabilitační a fyzikální medicína, praktické lékařství pro děti a dorost",1
334,Brno-město,Jihomoravský kraj,dětská otorinolaryngologie,2
335,Brno-město,Jihomoravský kraj,"dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",2
336,Brno-město,Jihomoravský kraj,dětská radiologie,4
337,Brno-město,Jihomoravský kraj,"dětská radiologie, radiologie a zobrazovací metody",1
338,Brno-město,Jihomoravský kraj,endokrinologie a diabetologie,17
339,Brno-město,Jihomoravský kraj,epidemiologie,1
340,Brno-město,Jihomoravský kraj,"epidemiologie, všeobecné praktické lékařství, všeobecné praktické lékařství, hygiena a epidemiologie",1
341,Brno-město,Jihomoravský kraj,"foniatrie, dětská otorinolaryngologie, otorinolaryngologie a chirurgie hlavy a krku",1
342,Brno-město,Jihomoravský kraj,"foniatrie, otorinolaryngologie a chirurgie hlavy a krku",3
343,Brno-město,Jihomoravský kraj,gastroenterologie,6
344,Brno-město,Jihomoravský kraj,"gerontopsychiatrie, psychiatrie",1
345,Brno-město,Jihomoravský kraj,gynekologie a porodnictví,47
346,Brno-město,Jihomoravský kraj,"gynekologie a porodnictví, gynekologie a porodnictví",12
347,Brno-město,Jihomoravský kraj,"gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví",4
348,Brno-město,Jihomoravský kraj,"gynekologie dětí a dospívajících, Klinický logoped, Klinický logoped, Klinický logoped, Klinický psycholog, Klinický psycholog, Klinický psycholog, Klinický psycholog, Nutriční terapeut, Nutriční terapeut, Nutriční terapeut, Nutriční terapeut, Nutriční terapeut, Porodní asistentka, Porodní asistentka, Všeobecná sestra, Všeobecná sestra, onkologická farmacie, urogynekologie, urogynekologie, urogynekologie, urgentní medicína, urgentní medicína, urgentní medicína, vaskulární intervenční radiologie, vaskulární intervenční radiologie, vaskulární intervenční radiologie, spondylochirurgie, spondylochirurgie, spondylochirurgie, sexuologie, sexuologie, psychosomatika, psychosomatika, psychosomatika, psychosomatika, psychosomatika, psychosomatika, popáleninová medicína, popáleninová medicína, popáleninová medicína, popáleninová medicína, perinatologie a fetomaternální medicína, perinatologie a fetomaternální medicína, perinatologie a fetomaternální medicína, paliativní medicína, paliativní medicína, paliativní medicína, onkourologie, onkourologie, onkourologie, onkourologie, onkochirurgie, onkochirurgie, onkochirurgie, onkochirurgie, onkogynekologie, onkogynekologie, onkogynekologie, onkogynekologie, onkogynekologie, neuroradiologie, neuroradiologie, neuroradiologie, neonatologie, neonatologie, neonatologie, návykové nemoci, maxilofaciální chirurgie, maxilofaciální chirurgie, maxilofaciální chirurgie, maxilofaciální chirurgie, klinická osteologie, klinická osteologie, klinická osteologie, klinická osteologie, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, klinická výživa a intenzivní metabolická péče, korektivní dermatologie, koloproktologie, koloproktologie, koloproktologie, intervenční radiologie, intervenční radiologie, intervenční radiologie, klinická farmakologie, klinická farmakologie, klinická farmakologie, intenzívní medicína, intenzívní medicína, hrudní chirurgie, hrudní chirurgie, hrudní chirurgie, gerontopsychiatrie, gerontopsychiatrie, gerontopsychiatrie, gerontopsychiatrie, gerontopsychiatrie, foniatrie, foniatrie, foniatrie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská otorinolaryngologie, dětská kardiologie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, dětská a dorostová psychiatrie, angiologie, angiologie, angiologie, angiologie, algeziologie, algeziologie, algeziologie, algeziologie, nemocniční lékárenství, farmaceutická kontrola, praktické lékárenství, radiofarmaka, klinická farmacie, farmaceutická technologie, klinická stomatologie, klinická stomatologie, ortodoncie, ortodoncie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, orální a maxilofaciální chirurgie, všeobecné praktické lékařství, všeobecné praktické lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, vnitřní lékařství, urologie, urologie, urologie, urologie, traumatologie, traumatologie, traumatologie, revmatologie, revmatologie, revmatologie, revmatologie, rehabilitační a fyzikální medicína, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, radiologie a zobrazovací metody, radiologie a zobrazovací metody, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, psychiatrie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, pneumologie a ftizeologie, plastická chirurgie, plastická chirurgie, plastická chirurgie, plastická chirurgie, patologie, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, oftalmologie, oftalmologie, oftalmologie, oftalmologie, nukleární medicína, neurologie, neurologie, neurologie, neurologie, neurologie, neurochirurgie, neurochirurgie, neurochirurgie, neurochirurgie, nefrologie, nefrologie, nefrologie, nefrologie, nefrologie, lékařská mikrobiologie, lékařská genetika, klinická onkologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická onkologie, klinická biochemie, kardiologie, kardiologie, kardiologie, kardiologie, kardiologie, infekční lékařství, infekční lékařství, infekční lékařství, infekční lékařství, infekční lékařství, infekční lékařství, chirurgie, chirurgie, chirurgie, chirurgie, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, hematologie a transfúzní lékařství, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, gynekologie a porodnictví, geriatrie, geriatrie, geriatrie, geriatrie, geriatrie, gastroen",1
